"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bergeronnette printanière"
"0";"Bernache du Canada"
"0";"Bouscarle de Cetti"
"0";"Bruant proyer"
"0";"Bruant zizi"
"0";"Faucon pèlerin"
"0";"Gobemouche gris"
"0";"Grèbe à cou noir"
"0";"Grive draine"
"0";"Hibou moyen-duc"
"0";"Locustelle tachetée"
"0";"Mésange boréale"
"0";"Phragmite des joncs"
"0";"Pic épeichette"
"0";"Pouillot fitis"
"0";"Rousserolle effarvatte"
"0";"Rousserolle verderolle"
"0";"Serin cini"
"0";"Tarier pâtre"
