"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bergeronnette des ruisseaux"
"0";"Bihoreau gris"
"0";"Bouvreuil pivoine"
"0";"Bruant des roseaux"
"0";"Bruant proyer"
"0";"Bruant zizi"
"0";"Busard cendré"
"0";"Caille des blés"
"0";"Chevalier culblanc"
"0";"Choucas des tours"
"0";"Cochevis huppé"
"0";"Corbeau freux"
"0";"Fauvette des jardins"
"0";"Gobemouche gris"
"0";"Grive mauvis"
"0";"Grosbec casse-noyaux"
"0";"Huppe fasciée"
"0";"Hypolaïs polyglotte"
"0";"Locustelle tachetée"
"0";"Martinet noir"
"0";"Moineau friquet"
"0";"Mouette mélanocéphale"
"0";"Mouette rieuse"
"0";"Perdrix rouge"
"0";"Pic noir"
"0";"Pigeon biset domestique"
"0";"Pinson du Nord"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pluvier doré"
"0";"Pouillot de Bonelli"
"0";"Pouillot fitis"
"0";"Pouillot siffleur"
"0";"Roitelet à triple bandeau"
"0";"Rougequeue à front blanc"
"0";"Rousserolle effarvatte"
"0";"Tarier des prés"
"0";"Traquet motteux"
