"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette des champs"
"0";"Autour des palombes"
"0";"Bruant des neiges"
"0";"Bruant des roseaux"
"0";"Busard Saint-Martin"
"0";"Choucas des tours"
"0";"Chouette de Tengmalm"
"0";"Cigogne blanche"
"0";"Faucon émerillon"
"0";"Faucon hobereau"
"0";"Fauvette des jardins"
"0";"Fauvette grisette"
"0";"Gélinotte des bois"
"0";"Grand Cormoran"
"0";"Hibou moyen-duc"
"0";"Martinet noir"
"0";"Mésange boréale"
"0";"Milan noir"
"0";"Moineau friquet"
"0";"Pic épeichette"
"0";"Pie-grièche grise"
"0";"Pigeon colombin"
"0";"Pipit spioncelle"
"0";"Rousserolle verderolle"
"0";"Serin cini"
"0";"Tarier des prés"
"0";"Tarier pâtre"
"0";"Tourterelle des bois"
"0";"Vanneau huppé"
"0";"Venturon montagnard"
