"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasseau minute"
"0";"Bécassine sourde"
"0";"Bruant fou"
"0";"Canard mandarin"
"0";"Canard pilet"
"0";"Chevalier aboyeur"
"0";"Corneille mantelée"
"0";"Courlis cendré"
"0";"Crabier chevelu"
"0";"Faisan vénéré"
"0";"Faucon pèlerin"
"0";"Fuligule nyroca"
"0";"Garrot à oeil d'or"
"0";"Grèbe à cou noir"
"0";"Guifette noire"
"0";"Harle bièvre"
"0";"Harle piette"
"0";"Hibou moyen-duc"
"0";"Labbe parasite"
"0";"Macreuse brune"
"0";"Moineau friquet"
"0";"Perdrix grise"
"0";"Petit Gravelot"
"0";"Phragmite des joncs"
"0";"Pipit spioncelle"
"0";"Râle d'eau"
"0";"Sarcelle d'été"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
