"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Avocette élégante"
"0";"Blongios nain"
"0";"Bruant zizi"
"0";"Caille des blés"
"0";"Chouette hulotte"
"0";"Échasse blanche"
"0";"Effraie des clochers"
"0";"Érismature rousse"
"0";"Goéland leucophée"
"0";"Hibou des marais"
"0";"Hibou moyen-duc"
"0";"Locustelle tachetée"
"0";"Moineau friquet"
"0";"Perdrix rouge"
"0";"Pic mar"
"0";"Pie-grièche écorcheur"
"0";"Pigeon biset (origine naturelle)"
"0";"Pouillot à grands sourcils"
"0";"Pouillot fitis"
"0";"Roitelet à triple bandeau"
"0";"Rougequeue à front blanc"
"0";"Rousserolle effarvatte"
"0";"Rousserolle verderolle"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Tarin des aulnes"
