"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasse des bois"
"0";"Bruant des neiges"
"0";"Bruant jaune"
"0";"Bruant ortolan"
"0";"Busard des roseaux"
"0";"Chevêchette d'Europe"
"0";"Corneille mantelée"
"0";"Étourneau sansonnet"
"0";"Fauvette des jardins"
"0";"Gobemouche gris"
"0";"Gobemouche noir"
"0";"Gorgebleue à miroir"
"0";"Guêpier d'Europe"
"0";"Héron cendré"
"0";"Hirondelle rustique"
"0";"Lagopède alpin"
"0";"Mésange nonnette"
"0";"Milan noir"
"0";"Milan royal"
"0";"Perdrix bartavelle"
"0";"Pic épeichette"
"0";"Pigeon ramier"
"0";"Pinson du Nord"
"0";"Pipit rousseline"
"0";"Tarier pâtre"
"0";"Vautour moine"
"0";"Verdier d'Europe"
