frname,lastobs,newcount,oldcount
Bec-croisé des sapins,2018,0,4
Bouvreuil pivoine,2018,0,1
Bruant jaune,2017,0,16
Canard colvert,2013,0,2
Capucin bec-de-plomb,2015,0,3
Chevêche d'Athéna,2018,0,3
Chocard à bec jaune,2014,0,1
Cigogne blanche,2013,0,1
Corneille mantelée,2017,0,1
Faucon émerillon,2017,0,2
Fauvette à lunettes,2009,0,1
Gobemouche noir,2018,0,10
Goéland leucophée,2014,0,16
Grimpereau des bois,2009,0,1
Héron cendré,2017,0,10
Hypolaïs ictérine,2008,0,1
Moineau cisalpin,2013,0,20
Moineau soulcie,2016,0,1
Pluvier guignard,2012,0,1
Pouillot fitis,2018,0,9
Pouillot siffleur,2015,0,5
Tétras lyre,2012,0,2
Tichodrome échelette,2018,0,9
