frname,lastobs,newcount,oldcount
Aigle botté,2015,0,1
Barge à queue noire,2017,0,1
Bécasseau cocorli,2014,0,1
Bec-croisé des sapins,2017,0,2
Bergeronnette flavéole (M.f.flavissima),2013,0,1
Bruant des neiges,2017,0,1
Canard chipeau,2009,0,1
Canard pilet,2015,0,1
Canard siffleur,2009,0,1
Canard souchet,2014,0,3
Faucon émerillon,2014,0,4
Fuligule milouin,2017,0,3
Fuligule morillon,2017,0,3
Goéland à ailes blanches,2012,0,2
Goéland pontique,2016,0,12
Grand Gravelot,2016,0,1
Guêpier d'Europe,2013,0,1
Guifette moustac,2013,0,1
Guifette noire,2015,0,1
Harle bièvre,2009,0,1
Ibis falcinelle,2014,0,1
Locustelle tachetée,2015,0,1
Merle à plastron,2015,0,1
Perdrix grise,2012,0,2
Petit Gravelot,2018,0,30
Pigeon colombin,2018,0,13
Sarcelle d'été,2012,0,1
Torcol fourmilier,2016,0,2
