"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bec-croisé des sapins"
"0";"Bruant proyer"
"0";"Busard cendré"
"0";"Chevêchette d'Europe"
"0";"Courlis cendré"
"0";"Engoulevent d'Europe"
"0";"Faucon émerillon"
"0";"Fuligule milouin"
"0";"Grive mauvis"
"0";"Héron pourpré"
"0";"Huppe fasciée"
"0";"Hypolaïs ictérine"
"0";"Hypolaïs polyglotte"
"0";"Jaseur boréal"
"0";"Locustelle tachetée"
"0";"Perdrix grise"
"0";"Pie-grièche à tête rousse"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pluvier doré"
"0";"Tourterelle des bois"
