"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette calandrelle"
"0";"Avocette élégante"
"0";"Bécasseau maubèche"
"0";"Bécasseau minute"
"0";"Bécasseau variable"
"0";"Bernache du Canada"
"0";"Busard cendré"
"0";"Caille des blés"
"0";"Canard des Bahamas"
"0";"Canard mandarin"
"0";"Canard siffleur"
"0";"Chevalier gambette"
"0";"Circaète Jean-le-Blanc"
"0";"Combattant varié"
"0";"Faucon émerillon"
"0";"Fauvette passerinette"
"0";"Fuligule nyroca"
"0";"Goéland d'Audouin"
"0";"Goéland railleur"
"0";"Grand Labbe"
"0";"Grèbe jougris"
"0";"Guifette leucoptère"
"0";"Guifette moustac"
"0";"Harelde boréale"
"0";"Harle huppé"
"0";"Harle piette"
"0";"Hirondelle de rivage"
"0";"Hirondelle rousseline"
"0";"Huîtrier pie"
"0";"Jaseur boréal"
"0";"Martinet à ventre blanc"
"0";"Mouette de Sabine"
"0";"Mouette tridactyle"
"0";"Ouette d'Egypte"
"0";"Perdrix grise"
"0";"Perruche à collier"
"0";"Petit Gravelot"
"0";"Phalarope à bec large"
"0";"Pie-grièche grise"
"0";"Pipit à gorge rousse"
"0";"Pipit rousseline"
"0";"Plongeon catmarin"
"0";"Plongeon imbrin"
"0";"Pluvier doré"
"0";"Rousserolle turdoïde"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Sterne caspienne"
"0";"Sterne naine"
"0";"Sterne pierregarin"
"0";"Tadorne casarca"
"0";"Tétras lyre"
"0";"Tournepierre à collier"
"0";"Tourterelle rieuse"
