frname,lastobs,newcount,oldcount
Accenteur alpin,2017,0,4
Aigle criard,2018,0,1
Aigle royal,2015,0,3
Aigrette garzette,2016,0,1
Alouette des champs,2017,0,10
Bihoreau gris,2016,0,1
Bouvreuil pivoine,2017,0,2
Bruant des roseaux,2016,0,2
Bruant jaune,2015,0,1
Bruant ortolan,2017,0,1
Canard des Bahamas,2018,0,1
Cigogne blanche,2013,0,1
Cochevis huppé,2015,0,5
Corbeau freux,2014,0,1
Faucon émerillon,2015,0,2
Faucon pèlerin,2018,0,7
Grand Cormoran,2018,0,5
Grande Aigrette,2016,0,2
Grive mauvis,2017,0,2
Locustelle tachetée,2015,0,1
Merle à plastron,2017,0,2
Mouette rieuse,2016,0,3
Oedicnème criard,2016,0,1
Outarde canepetière,2017,0,6
Pinson du Nord,2012,0,2
Pipit à gorge rousse,2017,0,2
Pouillot fitis,2017,0,5
Pouillot siffleur,2015,0,1
Roitelet huppé,2016,0,15
Tarier des prés,2018,0,8
Tourterelle rieuse,2018,0,1
Traquet oreillard,2012,0,6
Venturon montagnard,2015,0,5
