frname,lastobs,newcount,oldcount
Alouette lulu,2012,0,2
Bruant des roseaux,2013,0,5
Bruant zizi,2009,0,1
Busard Saint-Martin,2018,0,3
Caille des blés,2012,0,3
Chevêche d'Athéna,2014,0,2
Choucas des tours,2013,0,8
Cygne tuberculé,2012,0,1
Effraie des clochers,2012,0,2
Faucon émerillon,2015,0,2
Faucon kobez,2013,0,1
Foulque macroule,2015,0,4
Gobemouche gris,2013,0,4
Hibou moyen-duc,2017,0,3
Hirondelle de fenêtre,2017,0,11
Locustelle tachetée,2013,0,6
Martinet noir,2017,0,4
Mésange huppée,2014,0,7
Mésange noire,2012,0,1
Perdrix grise,2013,0,10
Petit Gravelot,2014,0,1
Pigeon colombin,2013,0,5
Pipit farlouse,2014,0,7
Pluvier doré,2017,0,5
Pouillot fitis,2014,0,5
Râle d'eau,2009,0,1
Rousserolle effarvatte,2014,0,2
Rousserolle verderolle,2014,0,9
Sarcelle d'hiver,2012,0,2
Serin cini,2012,0,2
Tarier des prés,2018,0,2
