"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Chouette hulotte"
"0";"Épervier d'Europe"
"0";"Fauvette des jardins"
"0";"Fuligule morillon"
"0";"Grèbe castagneux"
"0";"Grive litorne"
"0";"Grosbec casse-noyaux"
"0";"Guifette moustac"
"0";"Hibou moyen-duc"
"0";"Linotte mélodieuse"
"0";"Milan royal"
"0";"Mouette rieuse"
"0";"Pic épeichette"
"0";"Pic noir"
"0";"Pie-grièche grise"
"0";"Pinson du Nord"
"0";"Pouillot fitis"
"0";"Pouillot siffleur"
"0";"Rousserolle effarvatte"
"0";"Sarcelle d'hiver"
"0";"Tarin des aulnes"
"0";"Vanneau huppé"
