"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Alouette lulu"
"0";"Bécasse des bois"
"0";"Bergeronnette des ruisseaux"
"0";"Bihoreau gris"
"0";"Bruant des roseaux"
"0";"Bruant jaune"
"0";"Busard des roseaux"
"0";"Busard Saint-Martin"
"0";"Canard colvert"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Cigogne blanche"
"0";"Circaète Jean-le-Blanc"
"0";"Faucon hobereau"
"0";"Fauvette des jardins"
"0";"Fauvette grisette"
"0";"Gallinule poule-d'eau"
"0";"Grand Corbeau"
"0";"Grive litorne"
"0";"Grosbec casse-noyaux"
"0";"Guêpier d'Europe"
"0";"Hirondelle de fenêtre"
"0";"Linotte mélodieuse"
"0";"Perdrix rouge"
"0";"Petit-duc scops"
"0";"Pic épeichette"
"0";"Pie-grièche écorcheur"
"0";"Pipit des arbres"
"0";"Rougequeue à front blanc"
"0";"Serin cini"
"0";"Tarier des prés"
"0";"Tarin des aulnes"
"0";"Traquet motteux"
"0";"Vanneau huppé"
"0";"Vautour fauve"
