frname,lastobs,newcount,oldcount
Bernache du Canada,2013,0,2
Busard cendré,2014,0,5
Canard pilet,2012,0,1
Chevalier aboyeur,2017,0,1
Chevalier culblanc,2013,0,1
Effraie des clochers,2015,0,5
Fauvette des jardins,2014,0,12
Gallinule poule-d'eau,2017,0,16
Hirondelle de rivage,2015,0,7
Locustelle tachetée,2017,0,11
Mésange boréale,2014,0,6
Mésange noire,2018,0,8
Milan noir,2013,0,1
Moineau friquet,2014,0,12
Mouette mélanocéphale,2013,0,1
Paon bleu,2017,0,1
Perruche à collier,2014,0,18
Pic épeichette,2017,0,10
Pic noir,2018,0,12
Pie-grièche écorcheur,2017,0,12
Pouillot siffleur,2014,0,2
Rousserolle effarvatte,2013,0,3
Rousserolle verderolle,2010,0,2
Tadorne de Belon,2012,0,1
