"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécassine des marais"
"0";"Bergeronnette des ruisseaux"
"0";"Blongios nain"
"0";"Bouvreuil pivoine"
"0";"Bruant des roseaux"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Chevalier sylvain"
"0";"Cigogne blanche"
"0";"Faucon émerillon"
"0";"Faucon pèlerin"
"0";"Foulque macroule"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche noir"
"0";"Grand Corbeau"
"0";"Grèbe castagneux"
"0";"Hibou moyen-duc"
"0";"Hypolaïs ictérine"
"0";"Locustelle tachetée"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Oedicnème criard"
"0";"Pic cendré"
"0";"Pic épeichette"
"0";"Pie-grièche grise"
"0";"Pouillot siffleur"
"0";"Roitelet huppé"
"0";"Rougequeue à front blanc"
"0";"Rousserolle effarvatte"
"0";"Rousserolle verderolle"
"0";"Tourterelle turque"
