"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Bruant fou"
"0";"Bruant ortolan"
"0";"Busard pâle"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Canard siffleur"
"0";"Chevalier aboyeur"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Cisticole des joncs"
"0";"Cochevis huppé"
"0";"Cygne tuberculé"
"0";"Engoulevent d'Europe"
"0";"Faisan de Colchide"
"0";"Faucon kobez"
"0";"Fauvette des jardins"
"0";"Foulque macroule"
"0";"Fuligule milouin"
"0";"Gobemouche gris"
"0";"Goéland brun"
"0";"Gorgebleue à miroir"
"0";"Héron pourpré"
"0";"Hibou moyen-duc"
"0";"Nette rousse"
"0";"Oie cendrée"
"0";"Perdrix grise"
"0";"Perdrix rouge"
"0";"Perruche à collier"
"0";"Phragmite des joncs"
"0";"Pic cendré"
"0";"Pie-grièche à tête rousse"
"0";"Pipit rousseline"
"0";"Pluvier doré"
"0";"Pouillot siffleur"
"0";"Rémiz penduline"
"0";"Rousserolle effarvatte"
"0";"Sarcelle d'été"
"0";"Sarcelle d'hiver"
"0";"Torcol fourmilier"
"0";"Traquet motteux"
"0";"Vautour fauve"
