"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine des marais"
"0";"Buse pattue"
"0";"Chevalier aboyeur"
"0";"Chevalier culblanc"
"0";"Chevalier gambette"
"0";"Cigogne blanche"
"0";"Combattant varié"
"0";"Faucon émerillon"
"0";"Fuligule milouin"
"0";"Gobemouche gris"
"0";"Goéland leucophée"
"0";"Grive mauvis"
"0";"Harle bièvre"
"0";"Héron pourpré"
"0";"Huppe fasciée"
"0";"Merle à plastron"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Mouette rieuse"
"0";"Petit-duc scops"
"0";"Phragmite des joncs"
"0";"Pic cendré"
"0";"Pic noir"
"0";"Pigeon biset (origine naturelle)"
"0";"Pipit farlouse"
"0";"Pipit spioncelle"
"0";"Pluvier doré"
"0";"Pouillot siffleur"
"0";"Torcol fourmilier"
"0";"Traquet motteux"
