"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bruant fou"
"0";"Choucas des tours"
"0";"Cigogne blanche"
"0";"Coucou geai"
"0";"Crave à bec rouge"
"0";"Effraie des clochers"
"0";"Etourneau roselin"
"0";"Faucon crécerellette"
"0";"Faucon hobereau"
"0";"Fauvette pitchou"
"0";"Goéland leucophée"
"0";"Grimpereau des bois"
"0";"Grive litorne"
"0";"Grive mauvis"
"0";"Grosbec casse-noyaux"
"0";"Locustelle tachetée"
"0";"Perdrix rouge"
"0";"Pic vert"
"0";"Pie bavarde"
"0";"Pluvier guignard"
"0";"Pouillot fitis"
"0";"Râle d'eau"
"0";"Rollier d'Europe"
"0";"Rougequeue à front blanc"
"0";"Tichodrome échelette"
"0";"Tourterelle des bois"
