"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécasseau minute"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Butor étoilé"
"0";"Canard pilet"
"0";"Canard siffleur"
"0";"Canard souchet"
"0";"Chevalier aboyeur"
"0";"Chevalier sylvain"
"0";"Courlis cendré"
"0";"Engoulevent d'Europe"
"0";"Foulque macroule"
"0";"Merle à plastron"
"0";"Petit-duc scops"
"0";"Pipit rousseline"
"0";"Pouillot siffleur"
"0";"Râle des genêts"
"0";"Rousserolle turdoïde"
"0";"Sarcelle d'été"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
