"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Bécasse des bois"
"0";"Bergeronnette des ruisseaux"
"0";"Canard siffleur"
"0";"Chevêche d'Athéna"
"0";"Faucon pèlerin"
"0";"Gobemouche noir"
"0";"Grèbe castagneux"
"0";"Hirondelle de rivage"
"0";"Huppe fasciée"
"0";"Locustelle tachetée"
"0";"Merle à plastron"
"0";"Mésange huppée"
"0";"Oie cendrée"
"0";"Ouette d'Egypte"
"0";"Perdrix rouge"
"0";"Petit Gravelot"
"0";"Phragmite des joncs"
"0";"Pic épeichette"
"0";"Pic mar"
"0";"Pie-grièche à tête rousse"
"0";"Pie-grièche écorcheur"
"0";"Pie-grièche grise"
"0";"Pipit des arbres"
"0";"Pipit rousseline"
"0";"Pipit spioncelle"
"0";"Pluvier guignard"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Tarier des prés"
"0";"Torcol fourmilier"
