"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bihoreau gris"
"0";"Bruant des roseaux"
"0";"Chouette hulotte"
"0";"Circaète Jean-le-Blanc"
"0";"Crabier chevelu"
"0";"Cygne tuberculé"
"0";"Engoulevent d'Europe"
"0";"Faucon hobereau"
"0";"Gorgebleue à miroir"
"0";"Grèbe castagneux"
"0";"Hibou des marais"
"0";"Hirondelle de rivage"
"0";"Mésange noire"
"0";"Moineau friquet"
"0";"Mouette pygmée"
"0";"Mouette tridactyle"
"0";"Oie cendrée"
"0";"Pigeon biset (origine naturelle)"
"0";"Pipit des arbres"
"0";"Râle d'eau"
"0";"Torcol fourmilier"
"0";"Vanneau sociable"
