"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Alouette calandrelle"
"0";"Astrild ondulé"
"0";"Avocette élégante"
"0";"Bécasseau maubèche"
"0";"Bécasseau sanderling"
"0";"Bernache du Canada"
"0";"Bernache nonnette"
"0";"Busard pâle"
"0";"Buse pattue"
"0";"Canard à collier noir"
"0";"Chouette de Tengmalm"
"0";"Courlis corlieu"
"0";"Cygne chanteur"
"0";"Eider à duvet"
"0";"Engoulevent d'Europe"
"0";"Érismature rousse"
"0";"Faisan vénéré"
"0";"Faucon kobez"
"0";"Fauvette mélanocéphale"
"0";"Fauvette passerinette"
"0";"Flamant rose"
"0";"Goéland argenté"
"0";"Goéland railleur"
"0";"Grèbe esclavon"
"0";"Grèbe jougris"
"0";"Harelde boréale"
"0";"Jaseur boréal"
"0";"Labbe à longue queue"
"0";"Labbe parasite"
"0";"Monticole de roche"
"0";"Oie à tête barrée"
"0";"Oie des moissons"
"0";"Oie rieuse"
"0";"Panure à moustaches"
"0";"Perdrix grise"
"0";"Petit-duc scops"
"0";"Pipit à gorge rousse"
"0";"Pipit rousseline"
"0";"Pluvier argenté"
"0";"Pluvier guignard"
"0";"Pouillot à grands sourcils"
"0";"Rollier d'Europe"
"0";"Sterne caugek"
"0";"Venturon montagnard"
