"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bergeronnette printanière"
"0";"Bruant proyer"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Caille des blés"
"0";"Canard colvert"
"0";"Cassenoix moucheté"
"0";"Chouette de Tengmalm"
"0";"Cigogne noire"
"0";"Étourneau sansonnet"
"0";"Fauvette babillarde"
"0";"Fauvette des jardins"
"0";"Fauvette pitchou"
"0";"Gélinotte des bois"
"0";"Grive mauvis"
"0";"Hibou moyen-duc"
"0";"Hypolaïs polyglotte"
"0";"Jaseur boréal"
"0";"Loriot d'Europe"
"0";"Martin-pêcheur d'Europe"
"0";"Merle à plastron"
"0";"Moineau friquet"
"0";"Monticole de roche"
"0";"Oedicnème criard"
"0";"Pic épeichette"
"0";"Pie-grièche méridionale"
"0";"Pipit spioncelle"
"0";"Pluvier guignard"
"0";"Roitelet à triple bandeau"
"0";"Tarier des prés"
"0";"Tétras lyre"
