"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Bécassine des marais"
"0";"Bruant des neiges"
"0";"Bruant des roseaux"
"0";"Bruant zizi"
"0";"Chevalier guignette"
"0";"Chouette de Tengmalm"
"0";"Cigogne noire"
"0";"Cincle plongeur"
"0";"Élanion blanc"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche gris"
"0";"Grand Cormoran"
"0";"Grèbe castagneux"
"0";"Grive mauvis"
"0";"Grosbec casse-noyaux"
"0";"Guêpier d'Europe"
"0";"Martinet à ventre blanc"
"0";"Merle à plastron"
"0";"Mésange boréale"
"0";"Moineau soulcie"
"0";"Monticole de roche"
"0";"Niverolle alpine"
"0";"Perdrix grise"
"0";"Pic épeichette"
"0";"Pigeon biset domestique"
"0";"Pinson du Nord"
"0";"Pipit spioncelle"
"0";"Pouillot de Bonelli"
"0";"Pouillot fitis"
"0";"Serin cini"
"0";"Tourterelle des bois"
