"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Barge à queue noire"
"0";"Barge rousse"
"0";"Bécasseau maubèche"
"0";"Bécasseau tacheté"
"0";"Bec-croisé des sapins"
"0";"Bruant ortolan"
"0";"Canard à collier noir"
"0";"Chevalier stagnatile"
"0";"Cincle plongeur"
"0";"Courlis corlieu"
"0";"Cygne chanteur"
"0";"Cygne noir"
"0";"Etourneau roselin"
"0";"Faucon émerillon"
"0";"Flamant rose"
"0";"Fuligule milouinan"
"0";"Garrot à oeil d'or"
"0";"Grèbe jougris"
"0";"Guifette moustac"
"0";"Hibou des marais"
"0";"Hypolaïs ictérine"
"0";"Locustelle luscinioïde"
"0";"Marouette ponctuée"
"0";"Mouette tridactyle"
"0";"Oie des moissons"
"0";"Pélican frisé"
"0";"Pluvier argenté"
"0";"Pouillot siffleur"
"0";"Rémiz penduline"
"0";"Tournepierre à collier"
