"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bec-croisé des sapins"
"0";"Bernache nonnette"
"0";"Bihoreau gris"
"0";"Bruant proyer"
"0";"Busard cendré"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Calopsitte élégante"
"0";"Canard mandarin"
"0";"Canard pilet"
"0";"Cigogne blanche"
"0";"Cochevis huppé"
"0";"Fuligule milouin"
"0";"Goéland argenté"
"0";"Grosbec casse-noyaux"
"0";"Locustelle tachetée"
"0";"Milan noir"
"0";"Moineau soulcie"
"0";"Oedicnème criard"
"0";"Perdrix grise"
