"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine sourde"
"0";"Bondrée apivore"
"0";"Caille des blés"
"0";"Canard siffleur"
"0";"Chevêche d'Athéna"
"0";"Cigogne blanche"
"0";"Effraie des clochers"
"0";"Faisan de Colchide"
"0";"Fauvette pitchou"
"0";"Fuligule morillon"
"0";"Gobemouche gris"
"0";"Héron garde-boeufs"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Hypolaïs polyglotte"
"0";"Mésange noire"
"0";"Mouette tridactyle"
"0";"Oedicnème criard"
"0";"Oie cendrée"
"0";"Perdrix rouge"
"0";"Pouillot siffleur"
"0";"Tourterelle des bois"
