"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Bruant ortolan"
"0";"Busard cendré"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Canard chipeau"
"0";"Canard souchet"
"0";"Chevalier culblanc"
"0";"Courlis cendré"
"0";"Cygne tuberculé"
"0";"Effraie des clochers"
"0";"Faisan vénéré"
"0";"Foulque macroule"
"0";"Gallinule poule-d'eau"
"0";"Goéland leucophée"
"0";"Grand-duc d'Europe"
"0";"Grèbe castagneux"
"0";"Grèbe huppé"
"0";"Moineau friquet"
"0";"Mouette rieuse"
"0";"Nette rousse"
"0";"Oie à tête barrée"
"0";"Oie cendrée"
"0";"Petit-duc scops"
"0";"Pie-grièche à tête rousse"
"0";"Pouillot de Bonelli"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Tarier des prés"
