"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette lulu"
"0";"Bernache nonnette"
"0";"Bruant proyer"
"0";"Chevalier sylvain"
"0";"Cigogne blanche"
"0";"Cigogne noire"
"0";"Eider à duvet"
"0";"Engoulevent d'Europe"
"0";"Faucon émerillon"
"0";"Fauvette babillarde"
"0";"Fuligule milouin"
"0";"Garrot à oeil d'or"
"0";"Guifette noire"
"0";"Harle bièvre"
"0";"Hibou moyen-duc"
"0";"Locustelle tachetée"
"0";"Macreuse brune"
"0";"Milan noir"
"0";"Moineau friquet"
"0";"Mouette tridactyle"
"0";"Perdrix rouge"
"0";"Petit Gravelot"
"0";"Pic mar"
"0";"Plongeon arctique"
"0";"Pouillot de Bonelli"
"0";"Puffin des Baléares"
"0";"Rossignol philomèle"
"0";"Rougequeue à front blanc"
"0";"Rousserolle verderolle"
"0";"Sarcelle d'été"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Sterne de Dougall"
"0";"Sterne naine"
