frname,lastobs,newcount,oldcount
Bernache nonnette,2010,0,1
Bruant fou,2014,0,3
Busard cendré,2012,0,2
Caille des blés,2012,0,3
Canard chipeau,2013,0,12
Canard mandarin,2012,0,2
Chevêche d'Athéna,2018,0,3
Corbeau freux,2018,0,8
Corneille mantelée,2014,0,2
Faucon hobereau,2014,0,6
Harle huppé,2012,0,2
Héron pourpré,2015,0,3
Locustelle luscinioïde,2012,0,4
Mésange boréale,2016,0,1
Mouette rieuse,2018,0,1
Nette rousse,2012,0,2
Oie cendrée,2016,0,2
Petit-duc scops,2011,0,3
Pouillot à grands sourcils,2016,0,1
Rémiz penduline,2012,0,1
Rousserolle turdoïde,2017,0,3
Sarcelle d'été,2017,0,2
Tadorne de Belon,2015,0,8
Traquet motteux,2018,0,1
