"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Bouscarle de Cetti"
"0";"Bruant fou"
"0";"Bruant ortolan"
"0";"Chevalier aboyeur"
"0";"Chevalier sylvain"
"0";"Cigogne noire"
"0";"Combattant varié"
"0";"Corneille mantelée"
"0";"Coucou geai"
"0";"Engoulevent d'Europe"
"0";"Fauvette babillarde"
"0";"Héron pourpré"
"0";"Nette rousse"
"0";"Oie cendrée"
"0";"Pie-grièche à tête rousse"
"0";"Pipit à gorge rousse"
"0";"Pipit rousseline"
"0";"Pluvier doré"
"0";"Sterne pierregarin"
