"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine des marais"
"0";"Bondrée apivore"
"0";"Bruant des roseaux"
"0";"Bruant zizi"
"0";"Busard Saint-Martin"
"0";"Chevêche d'Athéna"
"0";"Chouette hulotte"
"0";"Cigogne noire"
"0";"Circaète Jean-le-Blanc"
"0";"Effraie des clochers"
"0";"Faisan de Colchide"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche gris"
"0";"Grèbe castagneux"
"0";"Grive litorne"
"0";"Grosbec casse-noyaux"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange noire"
"0";"Moineau friquet"
"0";"Oie à tête barrée"
"0";"Pic mar"
"0";"Pigeon colombin"
"0";"Râle d'eau"
"0";"Tarin des aulnes"
"0";"Tourterelle des bois"
"0";"Vautour fauve"
