"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Avocette élégante"
"0";"Bécassine sourde"
"0";"Bernache cravant"
"0";"Bruant fou"
"0";"Busard cendré"
"0";"Canard carolin"
"0";"Canard pilet"
"0";"Chevalier arlequin"
"0";"Cigogne noire"
"0";"Fuligule milouin"
"0";"Fuligule morillon"
"0";"Hibou des marais"
"0";"Locustelle luscinioïde"
"0";"Macreuse noire"
"0";"Merle à plastron"
"0";"Milan royal"
"0";"Perruche à collier"
"0";"Petit Gravelot"
"0";"Phragmite aquatique"
"0";"Pouillot siffleur"
"0";"Râle des genêts"
"0";"Rémiz penduline"
"0";"Sarcelle d'été"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Sterne naine"
"0";"Tarier des prés"
"0";"Torcol fourmilier"
"0";"Tourterelle rieuse"
