"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bondrée apivore"
"0";"Canard chipeau"
"0";"Canard souchet"
"0";"Chevalier guignette"
"0";"Cigogne blanche"
"0";"Corbeau freux"
"0";"Cygne tuberculé"
"0";"Échasse blanche"
"0";"Fou de Bassan"
"0";"Fuligule milouin"
"0";"Garrot à oeil d'or"
"0";"Gélinotte des bois"
"0";"Goéland cendré"
"0";"Grand-duc d'Europe"
"0";"Grand Tétras"
"0";"Grèbe à cou noir"
"0";"Grèbe castagneux"
"0";"Grèbe huppé"
"0";"Harelde boréale"
"0";"Harle huppé"
"0";"Merle à plastron"
"0";"Mouette mélanocéphale"
"0";"Pic épeichette"
"0";"Pie-grièche grise"
"0";"Plongeon arctique"
"0";"Pouillot siffleur"
"0";"Sarcelle d'été"
"0";"Tarier des prés"
"0";"Tichodrome échelette"
