"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Autour des palombes"
"0";"Bergeronnette printanière"
"0";"Bouscarle de Cetti"
"0";"Bruant des roseaux"
"0";"Bruant fou"
"0";"Bruant jaune"
"0";"Bruant ortolan"
"0";"Busard cendré"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Cochevis huppé"
"0";"Effraie des clochers"
"0";"Faucon émerillon"
"0";"Faucon hobereau"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Fauvette pitchou"
"0";"Grand Cormoran"
"0";"Grand-duc d'Europe"
"0";"Grive mauvis"
"0";"Hibou moyen-duc"
"0";"Hirondelle rousseline"
"0";"Merle à plastron"
"0";"Moineau friquet"
"0";"Perdrix rouge"
"0";"Pie-grièche méridionale"
"0";"Pigeon colombin"
"0";"Pipit farlouse"
"0";"Pipit spioncelle"
"0";"Pluvier doré"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Rollier d'Europe"
"0";"Tarier des prés"
"0";"Tichodrome échelette"
"0";"Vanneau huppé"
"0";"Venturon montagnard"
