"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Bergeronnette printanière"
"0";"Canard chipeau"
"0";"Canard souchet"
"0";"Cigogne blanche"
"0";"Cisticole des joncs"
"0";"Courlis cendré"
"0";"Cygne tuberculé"
"0";"Engoulevent d'Europe"
"0";"Foulque macroule"
"0";"Goéland argenté"
"0";"Héron pourpré"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Locustelle tachetée"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Milan royal"
"0";"Moineau friquet"
"0";"Mouette rieuse"
"0";"Perdrix grise"
"0";"Petit-duc scops"
"0";"Petit Gravelot"
"0";"Pic cendré"
"0";"Râle d'eau"
"0";"Rougequeue à front blanc"
"0";"Sarcelle d'hiver"
"0";"Torcol fourmilier"
"0";"Traquet motteux"
