"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bergeronnette des ruisseaux"
"0";"Bondrée apivore"
"0";"Busard Saint-Martin"
"0";"Chouette hulotte"
"0";"Cigogne noire"
"0";"Corbeau freux"
"0";"Courlis cendré"
"0";"Effraie des clochers"
"0";"Épervier d'Europe"
"0";"Gobemouche gris"
"0";"Grimpereau des jardins"
"0";"Grive draine"
"0";"Grive litorne"
"0";"Grosbec casse-noyaux"
"0";"Hibou moyen-duc"
"0";"Martinet noir"
"0";"Martin-pêcheur d'Europe"
"0";"Mésange à longue queue"
"0";"Mésange boréale"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Mésange nonnette"
"0";"Moineau friquet"
"0";"Mouette rieuse"
"0";"Oie cendrée"
"0";"Pic épeiche"
"0";"Pic mar"
"0";"Roitelet à triple bandeau"
"0";"Roitelet huppé"
"0";"Sarcelle d'hiver"
"0";"Sittelle torchepot"
"0";"Tarier pâtre"
"0";"Tarin des aulnes"
