"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bergeronnette printanière"
"0";"Bihoreau gris"
"0";"Bruant des roseaux"
"0";"Butor étoilé"
"0";"Canard chipeau"
"0";"Canard siffleur"
"0";"Canard souchet"
"0";"Cigogne blanche"
"0";"Corbeau freux"
"0";"Courlis corlieu"
"0";"Cygne tuberculé"
"0";"Érismature rousse"
"0";"Faisan de Colchide"
"0";"Faucon émerillon"
"0";"Faucon pèlerin"
"0";"Mésange noire"
"0";"Oedicnème criard"
"0";"Oie cendrée"
"0";"Ouette d'Egypte"
"0";"Perruche à collier"
"0";"Pigeon colombin"
"0";"Pluvier doré"
"0";"Rougequeue à front blanc"
"0";"Sarcelle d'hiver"
"0";"Spatule blanche"
"0";"Sterne pierregarin"
"0";"Torcol fourmilier"
