"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Avocette élégante"
"0";"Bécasseau de Temminck"
"0";"Bécassine sourde"
"0";"Bernache du Canada"
"0";"Blongios nain"
"0";"Bouscarle de Cetti"
"0";"Cassenoix moucheté"
"0";"Chevalier arlequin"
"0";"Chevalier gambette"
"0";"Chevalier sylvain"
"0";"Cigogne noire"
"0";"Cisticole des joncs"
"0";"Combattant varié"
"0";"Courlis cendré"
"0";"Cygne tuberculé"
"0";"Échasse blanche"
"0";"Faucon émerillon"
"0";"Fuligule à bec cerclé"
"0";"Garrot à oeil d'or"
"0";"Gobemouche à collier"
"0";"Goéland brun"
"0";"Gorgebleue à miroir"
"0";"Grand Gravelot"
"0";"Grimpereau des bois"
"0";"Guifette leucoptère"
"0";"Guifette moustac"
"0";"Guifette noire"
"0";"Harle huppé"
"0";"Marouette ponctuée"
"0";"Mésange boréale"
"0";"Moineau soulcie"
"0";"Mouette mélanocéphale"
"0";"Mouette pygmée"
"0";"Mouette tridactyle"
"0";"Oie cendrée"
"0";"Phalarope à bec large"
"0";"Phragmite des joncs"
"0";"Pie-grièche grise"
"0";"Pipit rousseline"
"0";"Pipit spioncelle"
"0";"Plongeon catmarin"
"0";"Pluvier doré"
"0";"Rémiz penduline"
"0";"Sizerin cabaret"
"0";"Sizerin flammé"
"0";"Sterne pierregarin"
"0";"Torcol fourmilier"
"0";"Vautour moine"
