"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Avocette élégante"
"0";"Bécasse des bois"
"0";"Bihoreau gris"
"0";"Butor étoilé"
"0";"Chevalier aboyeur"
"0";"Courlis cendré"
"0";"Échasse blanche"
"0";"Engoulevent d'Europe"
"0";"Etourneau roselin"
"0";"Faucon émerillon"
"0";"Faucon kobez"
"0";"Faucon pèlerin"
"0";"Fauvette orphée"
"0";"Foulque macroule"
"0";"Fuligule milouin"
"0";"Gobemouche gris"
"0";"Hibou des marais"
"0";"Hirondelle de rivage"
"0";"Martinet à ventre blanc"
"0";"Martinet pâle"
"0";"Pouillot siffleur"
"0";"Sarcelle d'été"
"0";"Sarcelle d'hiver"
"0";"Torcol fourmilier"
