"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine sourde"
"0";"Bernache du Canada"
"0";"Bernache nonnette"
"0";"Cygne chanteur"
"0";"Flamant des Caraïbes"
"0";"Fuligule milouinan"
"0";"Guifette noire"
"0";"Huppe fasciée"
"0";"Linotte à bec jaune"
"0";"Macreuse noire"
"0";"Mésange huppée"
"0";"Milan royal"
"0";"Mouette tridactyle"
"0";"Nette rousse"
"0";"Pipit de Richard"
"0";"Pouillot à grands sourcils"
"0";"Râle des genêts"
"0";"Roitelet huppé"
"0";"Rousserolle turdoïde"
"0";"Sterne naine"
"0";"Talève sultane"
