"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette des champs"
"0";"Bécasse des bois"
"0";"Bec-croisé des sapins"
"0";"Bouvreuil pivoine"
"0";"Bruant jaune"
"0";"Busard des roseaux"
"0";"Caille des blés"
"0";"Chouette hulotte"
"0";"Courlis cendré"
"0";"Fuligule milouin"
"0";"Gobemouche gris"
"0";"Guêpier d'Europe"
"0";"Héron pourpré"
"0";"Mésange boréale"
"0";"Mésange noire"
"0";"Moineau friquet"
"0";"Oedicnème criard"
"0";"Oie cendrée"
"0";"Pie-grièche à tête rousse"
"0";"Pinson du Nord"
"0";"Râle d'eau"
"0";"Vanneau huppé"
