"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Autour des palombes"
"0";"Barge à queue noire"
"0";"Caille des blés"
"0";"Canard siffleur"
"0";"Canard souchet"
"0";"Courlis cendré"
"0";"Faucon hobereau"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Grive litorne"
"0";"Guêpier d'Europe"
"0";"Hirondelle de rivage"
"0";"Locustelle tachetée"
"0";"Oie cendrée"
"0";"Oie rieuse"
"0";"Perdrix rouge"
"0";"Pic épeichette"
"0";"Pie-grièche à tête rousse"
"0";"Pigeon colombin"
"0";"Pluvier doré"
"0";"Râle d'eau"
"0";"Sarcelle d'été"
"0";"Serin cini"
"0";"Torcol fourmilier"
