"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Busard Saint-Martin"
"0";"Canard colvert"
"0";"Chevalier guignette"
"0";"Chevêche d'Athéna"
"0";"Chocard à bec jaune"
"0";"Choucas des tours"
"0";"Chouette de Tengmalm"
"0";"Cigogne noire"
"0";"Faucon crécerellette"
"0";"Gobemouche gris"
"0";"Gobemouche noir"
"0";"Grand Cormoran"
"0";"Grand-duc d'Europe"
"0";"Grand Tétras"
"0";"Grimpereau des bois"
"0";"Grive mauvis"
"0";"Grosbec casse-noyaux"
"0";"Hibou moyen-duc"
"0";"Moineau soulcie"
"0";"Monticole bleu"
"0";"Niverolle alpine"
"0";"Perdrix grise"
"0";"Perdrix rouge"
"0";"Petit-duc scops"
"0";"Pic vert"
"0";"Pigeon colombin"
"0";"Pinson du Nord"
"0";"Pipit rousseline"
"0";"Pouillot fitis"
"0";"Tourterelle des bois"
"0";"Vautour moine"
