"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur alpin"
"0";"Aigle botté"
"0";"Aigrette garzette"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bergeronnette printanière"
"0";"Bihoreau gris"
"0";"Bruant des roseaux"
"0";"Busard des roseaux"
"0";"Busard Saint-Martin"
"0";"Caille des blés"
"0";"Chevalier aboyeur"
"0";"Chevêche d'Athéna"
"0";"Chevêchette d'Europe"
"0";"Chouette de Tengmalm"
"0";"Cigogne noire"
"0";"Courlis cendré"
"0";"Goéland leucophée"
"0";"Grand-duc d'Europe"
"0";"Grive mauvis"
"0";"Hibou moyen-duc"
"0";"Hypolaïs polyglotte"
"0";"Jaseur boréal"
"0";"Martin-pêcheur d'Europe"
"0";"Pic épeichette"
"0";"Pie-grièche grise"
"0";"Pigeon colombin"
"0";"Tarier des prés"
"0";"Tourterelle des bois"
"0";"Vanneau huppé"
"0";"Vautour fauve"
