"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasse des bois"
"0";"Bergeronnette printanière"
"0";"Bruant des roseaux"
"0";"Busard des roseaux"
"0";"Caille des blés"
"0";"Canard pilet"
"0";"Cassenoix moucheté"
"0";"Chevalier culblanc"
"0";"Effraie des clochers"
"0";"Faisan de Colchide"
"0";"Gélinotte des bois"
"0";"Gobemouche noir"
"0";"Grand Tétras"
"0";"Grèbe castagneux"
"0";"Guêpier d'Europe"
"0";"Guifette noire"
"0";"Hibou moyen-duc"
"0";"Huppe fasciée"
"0";"Hypolaïs polyglotte"
"0";"Oie à tête barrée"
"0";"Pic cendré"
"0";"Pipit farlouse"
"0";"Pipit spioncelle"
"0";"Pluvier doré"
"0";"Pouillot siffleur"
"0";"Roitelet à triple bandeau"
"0";"Rousserolle verderolle"
"0";"Sarcelle d'été"
"0";"Traquet motteux"
"0";"Vanneau huppé"
"0";"Vautour fauve"
