"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasse des bois"
"0";"Blongios nain"
"0";"Bouvreuil pivoine"
"0";"Bruant jaune"
"0";"Bruant ortolan"
"0";"Canard mandarin"
"0";"Canard souchet"
"0";"Crabier chevelu"
"0";"Cygne noir"
"0";"Dendrocygne fauve"
"0";"Effraie des clochers"
"0";"Faucon kobez"
"0";"Fauvette grisette"
"0";"Gobemouche gris"
"0";"Goéland cendré"
"0";"Grive mauvis"
"0";"Héron pourpré"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rochers"
"0";"Oie cendrée"
"0";"Paon bleu"
"0";"Perruche ondulée"
"0";"Petit Gravelot"
"0";"Pigeon colombin"
"0";"Pouillot siffleur"
"0";"Râle d'eau"
"0";"Roitelet huppé"
"0";"Rousserolle effarvatte"
"0";"Sittelle torchepot"
"0";"Sterne pierregarin"
"0";"Torcol fourmilier"
