"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Bec-croisé des sapins"
"0";"Bergeronnette printanière"
"0";"Bouvreuil pivoine"
"0";"Bruant des roseaux"
"0";"Bruant fou"
"0";"Bruant proyer"
"0";"Cassenoix moucheté"
"0";"Chevalier guignette"
"0";"Chevêche d'Athéna"
"0";"Chocard à bec jaune"
"0";"Chouette hulotte"
"0";"Cincle plongeur"
"0";"Corneille mantelée"
"0";"Faisan de Colchide"
"0";"Faucon émerillon"
"0";"Faucon pèlerin"
"0";"Fauvette babillarde"
"0";"Fauvette des jardins"
"0";"Grand-duc d'Europe"
"0";"Grèbe huppé"
"0";"Grosbec casse-noyaux"
"0";"Hibou moyen-duc"
"0";"Merle à plastron"
"0";"Moineau friquet"
"0";"Niverolle alpine"
"0";"Pie-grièche grise"
"0";"Pie-grièche méridionale"
"0";"Pipit des arbres"
"0";"Pipit spioncelle"
"0";"Pouillot fitis"
"0";"Pouillot siffleur"
"0";"Râle d'eau"
"0";"Roitelet huppé"
"0";"Rousserolle effarvatte"
"0";"Tichodrome échelette"
"0";"Vanneau huppé"
