"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bruant ortolan"
"0";"Busard cendré"
"0";"Buse variable"
"0";"Chevêchette d'Europe"
"0";"Chouette hulotte"
"0";"Corneille noire"
"0";"Engoulevent d'Europe"
"0";"Faisan de Colchide"
"0";"Faucon émerillon"
"0";"Fauvette babillarde"
"0";"Gélinotte des bois"
"0";"Gobemouche gris"
"0";"Grive litorne"
"0";"Guêpier d'Europe"
"0";"Lagopède alpin"
"0";"Merle à plastron"
"0";"Monticole bleu"
"0";"Perdrix bartavelle"
"0";"Pic vert"
"0";"Pigeon ramier"
"0";"Pouillot siffleur"
"0";"Tarier des prés"
"0";"Tichodrome échelette"
"0";"Torcol fourmilier"
"0";"Vautour fauve"
"0";"Venturon montagnard"
