"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécasseau minute"
"0";"Bécassine sourde"
"0";"Bergeronnette flavéole (M.f.flavissima)"
"0";"Bernache nonnette"
"0";"Bihoreau gris"
"0";"Bouvreuil pivoine"
"0";"Butor étoilé"
"0";"Canard carolin"
"0";"Canard des Bahamas"
"0";"Cigogne blanche"
"0";"Courlis cendré"
"0";"Courlis corlieu"
"0";"Cygne noir"
"0";"Érismature rousse"
"0";"Faucon émerillon"
"0";"Fuligule nyroca"
"0";"Garrot à oeil d'or"
"0";"Goéland cendré"
"0";"Harle bièvre"
"0";"Harle huppé"
"0";"Hibou des marais"
"0";"Ibis falcinelle"
"0";"Ibis sacré"
"0";"Locustelle tachetée"
"0";"Mésange huppée"
"0";"Mésange noire"
"0";"Milan royal"
"0";"Nette demi-deuil"
"0";"Oie rieuse"
"0";"Phalarope à bec large"
"0";"Pie-grièche à tête rousse"
"0";"Pigeon biset domestique"
"0";"Pipit rousseline"
"0";"Pluvier argenté"
"0";"Pouillot de Bonelli"
"0";"Sterne caspienne"
"0";"Sterne naine"
"0";"Tadorne casarca"
"0";"Talève sultane"
"0";"Vanneau sociable"
