"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Accenteur mouchet"
"0";"Autour des palombes"
"0";"Bécassine des marais"
"0";"Bruant des roseaux"
"0";"Busard Saint-Martin"
"0";"Butor étoilé"
"0";"Canard siffleur"
"0";"Canard souchet"
"0";"Chevalier guignette"
"0";"Chevêche d'Athéna"
"0";"Chouette hulotte"
"0";"Cincle plongeur"
"0";"Faisan de Colchide"
"0";"Faucon hobereau"
"0";"Faucon kobez"
"0";"Gobemouche à collier"
"0";"Gobemouche noir"
"0";"Grimpereau des bois"
"0";"Grive mauvis"
"0";"Harle bièvre"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Linotte mélodieuse"
"0";"Mésange noire"
"0";"Mouette rieuse"
"0";"Nette rousse"
"0";"Pic cendré"
"0";"Pipit des arbres"
"0";"Pipit farlouse"
"0";"Pipit spioncelle"
"0";"Pouillot siffleur"
"0";"Râle d'eau"
"0";"Rousserolle verderolle"
"0";"Tarier des prés"
"0";"Traquet motteux"
