"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigrette garzette"
"0";"Bec-croisé des sapins"
"0";"Busard pâle"
"0";"Canard pilet"
"0";"Chevalier aboyeur"
"0";"Chevalier culblanc"
"0";"Chocard à bec jaune"
"0";"Cigogne blanche"
"0";"Coucou geai"
"0";"Échasse blanche"
"0";"Faucon d'Eléonore"
"0";"Fauvette babillarde"
"0";"Gallinule poule-d'eau"
"0";"Grand Gravelot"
"0";"Grèbe castagneux"
"0";"Héron garde-boeufs"
"0";"Hypolaïs ictérine"
"0";"Loriot d'Europe"
"0";"Moineau soulcie"
"0";"Monticole bleu"
"0";"Monticole de roche"
"0";"Oedicnème criard"
"0";"Pie-grièche à tête rousse"
"0";"Pie-grièche grise"
"0";"Pluvier doré"
"0";"Pluvier guignard"
"0";"Rousserolle effarvatte"
"0";"Sarcelle d'été"
"0";"Sarcelle d'hiver"
"0";"Vanneau huppé"
"0";"Venturon montagnard"
