"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bécassine sourde"
"0";"Bruant des roseaux"
"0";"Busard cendré"
"0";"Busard des roseaux"
"0";"Chevalier sylvain"
"0";"Effraie des clochers"
"0";"Faucon pèlerin"
"0";"Fauvette babillarde"
"0";"Fauvette des jardins"
"0";"Gobemouche à collier"
"0";"Gobemouche gris"
"0";"Goéland brun"
"0";"Hypolaïs polyglotte"
"0";"Martinet noir"
"0";"Mésange à longue queue"
"0";"Pie-grièche à tête rousse"
"0";"Pie-grièche grise"
"0";"Pipit des arbres"
"0";"Pipit spioncelle"
"0";"Pouillot fitis"
"0";"Roitelet à triple bandeau"
"0";"Serin cini"
"0";"Tarier des prés"
"0";"Vanneau huppé"
