frname,lastobs,newcount,oldcount
Accenteur mouchet,2016,0,1
Aigrette garzette,2016,0,1
Bruant proyer,2015,0,8
Busard des roseaux,2015,0,4
Caille des blés,2014,0,4
Coucou gris,2015,0,7
Faucon pèlerin,2013,0,2
Fauvette grisette,2017,0,5
Foulque macroule,2011,0,3
Gallinule poule-d'eau,2015,0,8
Grive mauvis,2015,0,7
Linotte mélodieuse,2012,0,7
Martin-pêcheur d'Europe,2016,0,7
Mésange noire,2011,0,2
Moineau friquet,2012,0,4
Oie cendrée,2011,0,2
Petit Gravelot,2010,0,2
Pic cendré,2012,0,2
Pigeon colombin,2014,0,2
Pinson du Nord,2011,0,1
Pipit des arbres,2018,0,2
Pouillot fitis,2016,0,7
Râle d'eau,2016,0,2
Tarier des prés,2016,0,2
Tourterelle des bois,2010,0,3
Traquet motteux,2015,0,2
Vanneau huppé,2018,0,2
