"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Bergeronnette des ruisseaux"
"0";"Bondrée apivore"
"0";"Canard colvert"
"0";"Chevalier culblanc"
"0";"Chevalier guignette"
"0";"Choucas des tours"
"0";"Circaète Jean-le-Blanc"
"0";"Faucon pèlerin"
"0";"Gallinule poule-d'eau"
"0";"Gobemouche gris"
"0";"Grand Corbeau"
"0";"Grand Cormoran"
"0";"Grèbe castagneux"
"0";"Grive mauvis"
"0";"Héron garde-boeufs"
"0";"Hibou moyen-duc"
"0";"Hirondelle de fenêtre"
"0";"Linotte mélodieuse"
"0";"Martin-pêcheur d'Europe"
"0";"Milan noir"
"0";"Moineau soulcie"
"0";"Oie cendrée"
"0";"Perdrix rouge"
"0";"Pic mar"
"0";"Pigeon biset domestique"
"0";"Pigeon colombin"
"0";"Pipit farlouse"
"0";"Pouillot de Bonelli"
"0";"Serin cini"
"0";"Torcol fourmilier"
"0";"Tourterelle des bois"
"0";"Vanneau huppé"
