frname,lastobs,newcount,oldcount
Autour des palombes,2014,0,1
Bergeronnette printanière,2018,0,3
Bruant des roseaux,2015,0,3
Bruant jaune,2014,0,2
Canard siffleur,2009,0,3
Chevalier gambette,2016,0,1
Cigogne noire,2014,0,4
Circaète Jean-le-Blanc,2017,0,3
Cochevis huppé,2009,0,1
Courlis cendré,2018,0,1
Échasse blanche,2014,0,1
Élanion blanc,2018,0,2
Engoulevent d'Europe,2017,0,4
Faisan de Colchide,2018,0,8
Fauvette des jardins,2009,0,1
Foulque macroule,2009,0,1
Fuligule milouin,2013,0,2
Fuligule morillon,2009,0,1
Gobemouche gris,2009,0,1
Goéland argenté,2014,0,1
Grand Corbeau,2017,0,1
Grèbe huppé,2015,0,4
Merle à plastron,2014,0,1
Perruche ondulée,2016,0,1
Petit-duc scops,2017,0,1
Pie-grièche à tête rousse,2009,0,3
Pigeon biset domestique,2018,0,2
Pigeon colombin,2017,0,5
Pipit des arbres,2018,0,2
Pluvier argenté,2007,0,2
Pouillot fitis,2017,0,1
Pouillot siffleur,2016,0,3
Torcol fourmilier,2018,0,1
