frname,lastobs,newcount,oldcount
Busard Saint-Martin,2013,0,3
Chevalier aboyeur,2016,0,1
Chevêche d'Athéna,2015,0,9
Choucas des tours,2015,0,2
Chouette hulotte,2015,0,3
Cigogne blanche,2018,0,3
Faucon émerillon,2014,0,2
Faucon hobereau,2016,0,1
Grand Cormoran,2017,0,1
Grosbec casse-noyaux,2013,0,3
Hibou moyen-duc,2015,0,2
Huppe fasciée,2018,0,1
Locustelle tachetée,2016,0,1
Mésange huppée,2013,0,1
Mésange noire,2018,0,3
Pic noir,2018,0,3
Pluvier guignard,2013,0,1
Roitelet à triple bandeau,2009,0,1
Serin cini,2017,0,3
Tarin des aulnes,2009,0,1
