"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Alouette calandre"
"0";"Bécasseau cocorli"
"0";"Bécasse des bois"
"0";"Bruant ortolan"
"0";"Canard siffleur"
"0";"Canard souchet"
"0";"Cigogne noire"
"0";"Cygne tuberculé"
"0";"Élanion blanc"
"0";"Faucon crécerellette"
"0";"Faucon d'Eléonore"
"0";"Faucon pèlerin"
"0";"Fauvette des jardins"
"0";"Fauvette orphée"
"0";"Fuligule milouinan"
"0";"Fuligule nyroca"
"0";"Garrot à oeil d'or"
"0";"Gobemouche gris"
"0";"Goéland argenté"
"0";"Grand-duc d'Europe"
"0";"Grèbe à cou noir"
"0";"Harle bièvre"
"0";"Hirondelle rousseline"
"0";"Ibis falcinelle"
"0";"Lusciniole à moustaches"
"0";"Martinet à ventre blanc"
"0";"Nette rousse"
"0";"Oie cendrée"
"0";"Rousserolle turdoïde"
"0";"Sarcelle d'été"
"0";"Tadorne casarca"
