frname,lastobs,newcount,oldcount
Bécassine des marais,2017,0,1
Busard cendré,2016,0,1
Canard souchet,2013,0,1
Chevalier aboyeur,2014,0,2
Chevalier culblanc,2012,0,1
Chevalier guignette,2012,0,1
Cigogne blanche,2018,0,2
Cincle plongeur,2013,0,2
Engoulevent d'Europe,2017,0,1
Faucon hobereau,2017,0,1
Gallinule poule-d'eau,2016,0,6
Hibou moyen-duc,2016,0,3
Moineau friquet,2019,0,1
Pic mar,2016,0,1
Pie-grièche à tête rousse,2018,0,2
Pigeon biset domestique,2017,0,5
Pipit spioncelle,2011,0,2
Pouillot siffleur,2013,0,1
Serin cini,2016,0,4
Tarin des aulnes,2016,0,7
