"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Aigrette garzette"
"0";"Bruant des roseaux"
"0";"Bruant jaune"
"0";"Caille des blés"
"0";"Chevalier aboyeur"
"0";"Chevalier guignette"
"0";"Chocard à bec jaune"
"0";"Cisticole des joncs"
"0";"Corbeau freux"
"0";"Corneille mantelée"
"0";"Coucou geai"
"0";"Effraie des clochers"
"0";"Faucon crécerellette"
"0";"Faucon émerillon"
"0";"Faucon kobez"
"0";"Fuligule milouin"
"0";"Fuligule nyroca"
"0";"Gallinule poule-d'eau"
"0";"Grand Cormoran"
"0";"Grand Gravelot"
"0";"Grèbe à cou noir"
"0";"Grive mauvis"
"0";"Hibou moyen-duc"
"0";"Hirondelle de rivage"
"0";"Moineau friquet"
"0";"Niverolle alpine"
"0";"Perdrix grise"
"0";"Pigeon colombin"
"0";"Pluvier guignard"
"0";"Râle d'eau"
"0";"Rousserolle effarvatte"
"0";"Sarcelle d'été"
"0";"Sarcelle d'hiver"
"0";"Tadorne de Belon"
"0";"Tarier des prés"
