"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Aigle botté"
"0";"Autour des palombes"
"0";"Bec-croisé des sapins"
"0";"Bruant des roseaux"
"0";"Busard cendré"
"0";"Cigogne blanche"
"0";"Coucou gris"
"0";"Étourneau sansonnet"
"0";"Faucon émerillon"
"0";"Fauvette des jardins"
"0";"Gobemouche gris"
"0";"Goéland leucophée"
"0";"Grand Cormoran"
"0";"Grand Gravelot"
"0";"Grive mauvis"
"0";"Grosbec casse-noyaux"
"0";"Héron garde-boeufs"
"0";"Hibou des marais"
"0";"Hirondelle de rivage"
"0";"Huppe fasciée"
"0";"Hypolaïs polyglotte"
"0";"Martinet noir"
"0";"Mésange nonnette"
"0";"Moineau domestique"
"0";"Pic épeichette"
"0";"Pic mar"
"0";"Pie bavarde"
"0";"Pigeon biset domestique"
"0";"Pigeon colombin"
"0";"Pinson du Nord"
"0";"Pouillot fitis"
"0";"Roitelet huppé"
"0";"Rollier d'Europe"
"0";"Spatule blanche"
"0";"Tarin des aulnes"
"0";"Vautour moine"
"0";"Verdier d'Europe"
