frname,lastobs,newcount,oldcount
Alouette des champs,2011,0,1
Bergeronnette printanière,2010,0,1
Bondrée apivore,2018,0,2
Épervier d'Europe,2018,0,1
Faucon crécerelle,2018,0,4
Faucon pèlerin,2016,0,1
Grande Aigrette,2016,0,2
Grèbe castagneux,2013,0,1
Grive musicienne,2011,0,1
Guifette noire,2017,0,3
Héron cendré,2016,0,3
Hirondelle de fenêtre,2018,0,2
Hirondelle de rivage,2011,0,1
Huppe fasciée,2011,0,1
Labbe pomarin,2017,0,7
Martinet à ventre blanc,2011,0,2
Pigeon biset domestique,2007,0,1
Pipit farlouse,2017,0,2
Pipit rousseline,2018,0,1
Plongeon arctique,2018,0,7
Puffin de Scopoli,2017,0,5
Serin cini,2010,0,1
Sterne pierregarin,2018,0,12
