"newcount";"frname"
"[32";"1m[0m"
"[32";"1m-------- ------[0m"
"0";"Autour des palombes"
"0";"Bécasse des bois"
"0";"Bruant fou"
"0";"Busard cendré"
"0";"Caille des blés"
"0";"Canard carolin"
"0";"Chevalier aboyeur"
"0";"Chevalier arlequin"
"0";"Chevalier gambette"
"0";"Cigogne noire"
"0";"Cincle plongeur"
"0";"Corbeau freux"
"0";"Fauvette pitchou"
"0";"Fuligule milouin"
"0";"Héron pourpré"
"0";"Hibou des marais"
"0";"Merle à plastron"
"0";"Mésange huppée"
"0";"Moineau friquet"
"0";"Monticole de roche"
"0";"Mouette rieuse"
"0";"Ouette d'Egypte"
"0";"Perdrix grise"
"0";"Petit Gravelot"
"0";"Pic mar"
"0";"Pie-grièche à tête rousse"
"0";"Pipit rousseline"
"0";"Pouillot siffleur"
"0";"Roitelet huppé"
"0";"Serin cini"
"0";"Torcol fourmilier"
"0";"Vanneau huppé"
